car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
mahindra xuv500,2014,diesel,60070,699399,noida,1583,luxury suv,manual,w8 fwd,navi mumbai,maharashtra,True,mahindra,xuv500,1,733951,824782.0,great,2020-12-13T12:53:09.036,104910,False,False
nissan terrano,2014,diesel,110471,469099,noida,842,suv,manual,xv 110 diesel,ghaziabad,uttar pradesh,True,nissan,terrano,1,428610,538030.0,great,2021-04-02T10:24:41.364,70365,False,False
honda amaze,2014,petrol,86304,364599,noida,535,sedan,manual,1.2 smt i vtec,noida,uttar pradesh,True,honda,amaze,1,303700,391854.0,great,2021-03-12T14:43:48.508,54690,False,False
maruti ritz,2010,petrol,108338,230799,noida,490,hatchback,manual,vxi genus,noida,uttar pradesh,True,maruti,ritz,1,224350,295036.0,great,2021-03-17T10:00:34.451,34620,False,False
hyundai i20,2012,diesel,122256,299399,noida,524,hatchback,manual,sportz 1.4 crdi,ghaziabad,uttar pradesh,True,hyundai,i20,1,273723,355277.0,great,2021-03-22T10:53:19.414,44910,False,False
toyota etios,2015,petrol,168109,330899,noida,938,sedan,manual,g,noida,uttar pradesh,True,toyota,etios,1,318815,410291.0,great,2021-02-15T06:23:28.285,49635,False,False
maruti ertiga,2012,diesel,186207,440199,noida,1085,suv,manual,vdi,noida,uttar pradesh,True,maruti,ertiga,1,387269,493793.0,good,2021-04-06T12:39:06.378,66030,False,False
volkswagen vento,2013,diesel,192715,377799,noida,888,sedan,manual,highline diesel,mathura,uttar pradesh,True,volkswagen,vento,1,350604,443076.0,great,2021-03-21T07:36:52.016,56670,False,False
toyota corolla altis,2014,petrol,134937,751399,noida,1166,luxury sedan,manual,gl,noida,uttar pradesh,True,toyota,corolla altis,1,733302,910742.0,great,2021-03-19T13:08:48.333,112710,False,False
audi q3,2013,diesel,114155,1072517,noida,1288,luxury suv,automatic,2.0 tdi quattro,delhi,delhi,True,audi,q3,2,990909,1194051.0,great,2021-02-09T11:52:09.31,160878,False,False
hyundai creta,2016,diesel,124714,818799,noida,924,suv,,1.6 sx at crdi,noida,uttar pradesh,True,hyundai,creta,1,810419,987071.0,great,2021-03-13T10:19:12.201,122820,False,False
audi a6,2013,diesel,107465,1202706,noida,1937,luxury sedan,automatic,2.0 tdi premium plus,delhi,delhi,True,audi,a6,2,1273548,1532278.0,great,2021-04-05T09:04:10.394,180406,False,False
toyota fortuner,2013,diesel,154297,1213917,noida,2095,luxury suv,automatic,3.0 at 4x2,ghaziabad,uttar pradesh,True,toyota,fortuner,1,1250172,1510690.0,great,2021-02-18T11:59:03.375,182088,False,False
toyota innova,2014,diesel,214389,619299,noida,876,suv,manual,2.5 gx 7 str bs iv,new delhi,delhi,True,toyota,innova,1,598514,,great,2021-03-13T09:45:33.526,92895,False,False
maruti celerio,2015,petrol & cng,158356,316399,noida,1278,hatchback,manual,vxi cng,delhi,delhi,True,maruti,celerio,1,288964,,great,2021-03-26T07:44:35.373,47460,False,False
maruti swift,2015,petrol,27191,365799,noida,2550,hatchback,manual,lxi opt,new delhi,delhi,True,maruti,swift,1,366204,467108.0,great,2021-03-07T06:38:26.412,54870,True,False
maruti alto 800,2017,petrol,15581,257699,noida,3272,hatchback,manual,lxi,gurgaon,haryana,True,maruti,alto 800,1,264886,270886.0,great,2021-02-19T08:13:30.083,38655,True,False
maruti swift dzire,2011,petrol,15248,254299,noida,2660,sedan,manual,vxi 1.2 bs iv,delhi,delhi,True,maruti,swift dzire,1,240524,313774.0,great,2021-01-26T08:04:09.54,38145,True,False
maruti alto k10,2018,petrol,17599,335199,noida,1102,hatchback,manual,vxi,delhi,delhi,True,maruti,alto k10,1,319967,,great,2021-03-08T05:48:29.707,50280,True,False
mahindra scorpio,2013,diesel,34861,506799,noida,1701,suv,manual,lx bs iv,delhi,delhi,True,mahindra,scorpio,1,479116,515799.0,great,2021-03-30T08:45:28.361,76020,True,False
maruti swift,2019,petrol,9218,568299,noida,2291,hatchback,manual,vxi,new delhi,delhi,True,maruti,swift,1,579475,585975.0,great,2021-03-18T13:56:28.505,85245,True,False
hyundai grand i10,2019,petrol,7794,513399,noida,2127,hatchback,manual,sportz 1.2 kappa vtvt,new delhi,delhi,True,hyundai,grand i10,1,514830,521330.0,great,2021-03-16T07:16:13.503,77010,True,False
datsun redi go,2018,petrol,14537,277899,noida,1185,hatchback,,1.0 t(o) at,ghaziabad,uttar pradesh,True,datsun,redi go,1,278408,360996.0,great,2021-02-17T16:37:34.473,41685,True,False
maruti swift,2013,diesel,45994,356099,noida,1291,hatchback,manual,vdi,noida,uttar pradesh,True,maruti,swift,1,321214,413218.0,great,2021-04-04T07:51:23.976,53415,True,False
hyundai i10,2010,petrol,55388,190499,noida,2158,hatchback,manual,magna 1.2 kappa2,new delhi,delhi,True,hyundai,i10,2,179618,240138.0,great,2021-02-10T16:42:33.511,28575,True,False
maruti sx4,2010,petrol,51871,238199,noida,1026,sedan,,zxi at,delhi,delhi,True,maruti,sx4,1,211716,,god,2021-03-08T06:50:27.878,35730,True,False
maruti ritz,2011,petrol,41762,239399,noida,1252,hatchback,manual,vxi bs iv,delhi,delhi,True,maruti,ritz,1,194500,258745.0,great,2021-03-02T11:46:53.954,35910,True,False
mahindra tuv300,2016,diesel,37219,551499,noida,3898,suv,automatic,t8 at,delhi,delhi,True,mahindra,tuv300,1,528307,663747.0,great,2021-02-19T08:42:21.048,82725,True,False
hyundai elite i20,2020,petrol,11146,532799,noida,6329,hatchback,,1.2 magna plus vtvt,delhi,delhi,True,hyundai,elite i20,1,541035,679015.0,great,2021-02-13T08:10:30.53,79920,True,False
honda city,2014,petrol,48845,530499,noida,2855,sedan,manual,v mt petrol,delhi,delhi,True,honda,city,1,555000,695780.0,great,2020-12-02T21:30:07.98,79575,True,False
maruti new  wagon-r,2019,petrol,21000,397699,noida,2197,,,lxi 1.0 l,delhi,delhi,True,maruti,new  wagon-r,1,397608,399108.0,great,2021-02-17T11:11:35.369,59655,True,False
honda amaze,2017,petrol,37426,450999,noida,1624,sedan,manual,1.2 smt i vtec,noida,uttar pradesh,True,honda,amaze,1,455681,570501.0,great,2021-02-17T12:10:30.645,67650,True,False
renault kwid,2018,petrol,31537,283999,noida,4740,hatchback,manual,rxl,hathras,uttar pradesh,True,renault,kwid,1,283882,285382.0,great,2021-02-15T07:07:20.136,42600,True,False
hyundai i10,2010,petrol,68453,174499,noida,1693,hatchback,manual,era 1.1 irde,delhi,delhi,True,hyundai,i10,1,150000,203120.0,great,2021-02-27T13:10:32.227,26175,True,False
honda city,2017,petrol & cng,28074,791599,noida,1517,sedan,manual,vx mt petrol,delhi,delhi,True,honda,city,1,768750,,great,2021-03-09T12:29:59.285,118740,True,False
hyundai xcent,2014,diesel,68235,275699,noida,1416,sedan,manual,s 1.1 crdi opt,new delhi,delhi,True,hyundai,xcent,2,288862,295362.0,great,2021-02-24T08:30:13.048,41355,True,False
maruti swift dzire,2013,diesel,67411,271499,noida,1264,sedan,manual,ldi bs iv,delhi,delhi,True,maruti,swift dzire,1,265882,344698.0,great,2021-01-13T14:49:03.456,40725,True,False
maruti swift dzire,2012,diesel,80671,336099,noida,871,sedan,manual,vdi bs iv,kanpur,uttar pradesh,True,maruti,swift dzire,1,324026,,great,2021-03-08T05:34:14.675,50415,True,False
maruti ritz,2009,petrol,48907,189299,noida,1318,hatchback,manual,vxi,new delhi,delhi,True,maruti,ritz,1,196568,203068.0,great,2021-02-12T07:55:52.123,28395,True,False
maruti ertiga,2015,diesel,57933,574199,noida,1224,suv,manual,zdi,delhi,delhi,True,maruti,ertiga,2,566007,,great,2021-03-05T13:18:05.734,86130,True,False
hyundai i20,2009,petrol,86251,175299,noida,4681,hatchback,manual,magna 1.2 vtvt,delhi,delhi,True,hyundai,i20,2,180994,241839.0,great,2021-01-21T11:43:16.862,26295,True,False
maruti alto,2019,petrol & cng,50244,313399,noida,1664,hatchback,manual,lxi,bulandshahr,uttar pradesh,True,maruti,alto,2,288271,381015.0,great,2021-04-26T09:50:13.297,47010,True,False
maruti alto k10,2014,petrol & cng,70930,274799,noida,808,hatchback,manual,lxi cng,delhi,delhi,True,maruti,alto k10,1,218798,282252.0,good,2021-03-11T15:13:13.757,41220,True,False
maruti wagon r 1.0,2012,petrol & cng,83630,218899,noida,1670,hatchback,manual,lxi cng,gurgaon,haryana,True,maruti,wagon r 1.0,1,213657,219657.0,great,2021-03-19T09:57:41.127,32835,True,False
hyundai verna,2018,diesel,38712,949499,noida,6516,sedan,automatic,1.6 crdi sx + at,ghaziabad,uttar pradesh,True,hyundai,verna,1,982553,1190183.0,great,2020-11-25T08:05:03.07,142425,True,False
maruti vitara brezza,2017,diesel,39663,732399,noida,1186,suv,manual,zdi plus,ghaziabad,uttar pradesh,True,maruti,vitara brezza,1,699000,869580.0,great,2020-12-05T18:30:05.768,109860,True,False
hyundai verna,2017,diesel,38307,747999,noida,4483,sedan,manual,1.6 crdi sx,delhi,delhi,True,hyundai,verna,1,772187,773687.0,great,2021-03-02T07:13:11.478,112200,True,False
mahindra tuv300,2015,diesel,71692,579599,noida,1830,suv,automatic,t8 at,delhi,delhi,True,mahindra,tuv300,2,571730,715850.0,great,2021-02-26T12:30:44.119,86940,True,False
hyundai verna,2019,diesel,25800,846799,noida,5905,sedan,,1.4 crdi ex mt,delhi,delhi,True,hyundai,verna,1,874326,880826.0,great,2021-03-12T12:45:00.66,127020,True,False
maruti ertiga,2012,diesel,89257,419599,noida,2159,suv,manual,vdi,delhi,delhi,True,maruti,ertiga,1,406511,510511.0,great,2021-02-20T15:04:51.649,62940,True,False
hyundai elite i20,2018,petrol & cng,42277,523699,noida,276,hatchback,manual,asta 1.2,delhi,delhi,True,hyundai,elite i20,1,532787,539287.0,great,2021-03-12T12:43:55.84,78555,True,False
maruti vitara brezza,2018,diesel,28572,780799,noida,2814,suv,manual,zdi plus,ghaziabad,uttar pradesh,True,maruti,vitara brezza,1,805993,981835.0,great,2020-12-21T10:28:37.255,117120,True,False
ford ecosport,2018,petrol,11844,791199,noida,2157,suv,manual,1.5 titanium ti vct,delhi,delhi,True,ford,ecosport,1,838352,844852.0,great,2021-03-18T11:59:36.759,118680,True,False
maruti ertiga,2012,diesel,81227,380599,noida,2065,suv,manual,zdi,delhi,delhi,True,maruti,ertiga,0,338100,432822.0,great,2020-12-03T22:30:02.613,57090,True,False
hyundai verna,2012,diesel,84027,283299,noida,3776,sedan,manual,fluidic 1.4 crdi,new delhi,delhi,True,hyundai,verna,2,285634,292134.0,great,2021-02-08T09:24:35.839,42495,True,False
maruti xl6,2019,petrol,10643,877199,noida,2581,suv,,alpha shvs  mt,gurgaon,haryana,True,maruti,xl6,2,929075,935075.0,great,2021-03-05T07:55:22.687,131580,True,False
tata harrier,2019,diesel,50873,1280577,noida,7645,suv,,xz 2.0l kryotec,gurgaon,haryana,True,tata,harrier,1,1252819,,great,2021-02-16T12:29:16.099,192087,True,False
honda city,2014,diesel,74867,514499,noida,1561,sedan,manual,vx mt diesel,new delhi,delhi,True,honda,city,2,510224,516724.0,great,2021-02-24T05:22:47.544,77175,True,False
honda civic,2010,petrol,86619,273199,noida,3364,sedan,automatic,1.8v at,delhi,delhi,True,honda,civic,2,250000,325340.0,great,2020-12-07T10:00:43.873,40980,True,False
maruti swift,2009,petrol,89564,177099,noida,2924,hatchback,manual,vxi 1.3,delhi,delhi,True,maruti,swift,2,171233,229653.0,great,2021-03-11T07:17:54.747,26565,True,False
hyundai verna,2014,diesel,75854,488299,noida,2142,sedan,manual,fluidic 1.6 sx crdi opt,noida,uttar pradesh,True,hyundai,verna,1,498046,621346.0,great,2021-02-24T05:31:32.414,73245,True,False
honda brio,2014,petrol,76938,273899,noida,1519,hatchback,manual,1.2 s mt i vtec,delhi,delhi,True,honda,brio,1,269900,349618.0,great,2020-11-27T13:23:38.684,41085,True,False
hyundai i10,2015,petrol & cng,87634,297599,noida,1362,hatchback,manual,magna 1.1 irde2,delhi,delhi,True,hyundai,i10,1,250499,,good,2021-03-18T13:33:56.424,44640,True,False
mercedes benz cla class,2016,diesel,19492,2055348,noida,7142,luxury sedan,manual,cla 200 cdi sport,delhi,delhi,True,mercedes benz,cla class,2,2079389,2085889.0,great,2021-03-02T12:14:15.176,308303,True,False
maruti baleno,2016,diesel,81175,538099,noida,824,hatchback,manual,alpha ddis 190,ghaziabad,uttar pradesh,True,maruti,baleno,1,542150,681350.0,great,2021-03-08T09:00:02.665,80715,True,False
hyundai i10,2012,petrol,88696,200799,noida,663,hatchback,manual,magna 1.2 kappa2,delhi,delhi,True,hyundai,i10,1,196748,261543.0,great,2021-01-29T13:22:57.884,30120,True,False
honda amaze,2018,diesel,56926,569899,noida,2893,sedan,manual,1.5 smt i dtec,ghaziabad,uttar pradesh,True,honda,amaze,1,580538,727418.0,great,2021-02-23T14:51:39.777,85485,True,False
maruti ciaz,2018,diesel,57860,770199,noida,1808,sedan,manual,alpha 1.3 ddis shvs,ghaziabad,uttar pradesh,True,maruti,ciaz,1,806945,982967.0,great,2021-02-14T07:43:56.642,115530,True,False
mahindra kuv100,2016,diesel,99569,266299,noida,3386,suv,manual,k4+ d 6 str,faridabad,haryana,True,mahindra,kuv100,1,261666,326710.0,great,2021-02-22T11:57:48.171,39945,True,False
honda city,2009,petrol,133196,201899,noida,1327,sedan,,1.5 e mt petrol,delhi,delhi,True,honda,city,2,194351,,great,2021-02-16T09:29:28.884,30285,True,False
maruti eeco,2017,petrol & cng,105847,280699,noida,1936,suv,manual,7 str,gurgaon,haryana,True,maruti,eeco,1,265195,,great,2021-03-09T10:27:58.757,42105,True,False
maruti alto,2009,petrol & cng,109466,105999,noida,3658,hatchback,manual,lxi,delhi,delhi,True,maruti,alto,2,107023,149393.0,great,2021-01-12T13:38:10.578,15900,True,False
audi a3,2016,petrol,76749,1663670,noida,3457,luxury sedan,automatic,40 tfsi premium,delhi,delhi,True,audi,a3,1,1715000,2053200.0,great,2021-03-15T11:53:25.057,249551,True,False
maruti swift dzire,2013,petrol,95093,288599,noida,457,sedan,manual,vxi 1.2 bs iv,new delhi,delhi,True,maruti,swift dzire,1,294217,379281.0,great,2021-01-21T16:13:19.025,43290,True,False
mahindra xuv500,2014,diesel,82866,504199,noida,3729,luxury suv,manual,w4,delhi,delhi,True,mahindra,xuv500,2,473961,,great,2021-03-12T12:30:38.588,75630,True,False
toyota corolla altis,2012,petrol,118659,444299,noida,1267,luxury sedan,automatic,vl at,delhi,delhi,True,toyota,corolla altis,2,433103,,great,2021-03-12T11:00:01.735,66645,True,False
honda city,2014,petrol,93529,478899,noida,907,sedan,manual,sv mt petrol,ghaziabad,uttar pradesh,True,honda,city,2,431673,541693.0,great,2020-10-20T05:04:12.873,71835,True,True
hyundai creta,2017,diesel,109022,754099,noida,1382,suv,,1.6 sx crdi,noida,uttar pradesh,True,hyundai,creta,1,786072,974052.0,great,2021-02-11T10:01:45.285,113115,True,False
hyundai i10,2013,petrol,93866,234299,noida,1412,hatchback,manual,sportz 1.2 kappa2,meerut,uttar pradesh,True,hyundai,i10,1,227900,293378.0,great,2021-02-23T13:07:13.228,35145,True,False
honda amaze,2014,diesel,110019,282299,noida,1164,sedan,manual,1.5 exmt i dtec,new delhi,delhi,True,honda,amaze,1,250200,,great,2021-03-07T11:59:06.191,42345,True,False
maruti alto 800,2014,petrol & cng,101288,212699,noida,2278,hatchback,manual,lxi cng,delhi,delhi,True,maruti,alto 800,1,188143,,great,2021-02-15T06:25:48.112,31905,True,False
maruti swift,2014,petrol & cng,104448,314999,noida,1730,hatchback,manual,lxi,delhi,delhi,True,maruti,swift,1,326476,418624.0,great,2021-01-24T04:16:32.982,47250,True,False
toyota fortuner,2012,diesel,169704,1089687,noida,2557,luxury suv,manual,3.0 mt 4x2,noida,uttar pradesh,True,toyota,fortuner,1,1122405,1359937.0,great,2021-03-12T06:44:32.569,163454,True,False
honda city,2015,petrol,147944,554899,noida,725,sedan,manual,vx mt petrol,new delhi,delhi,True,honda,city,2,562389,568889.0,great,2021-03-15T12:52:21.153,83235,True,False
hyundai santro xing,2010,petrol & cng,84568,135000,noida,442,hatchback,manual,gls cng,delhi,delhi,False,hyundai,santro xing,2,102000,,good,2019-05-04T10:31:10.299,20250,False,True
mahindra xuv500,2015,diesel,45412,700000,noida,179,suv,manual,w6 4x2,noida,uttar pradesh,False,mahindra,xuv500,1,622000,,good,2019-03-15T13:45:51.731,105000,False,False
hyundai i20,2013,petrol,29656,339299,noida,4397,hatchback,manual,magna o 1.2,ghaziabad,uttar pradesh,True,hyundai,i20,1,335275,430359.0,great,2021-03-11T13:32:31.741,50895,True,False
honda brio,2012,petrol,48415,199499,noida,3180,hatchback,manual,1.2 s mt i vtec,delhi,delhi,True,honda,brio,1,209000,275320.0,great,2021-04-03T12:42:07.31,29925,True,False
honda amaze,2019,petrol,5906,581299,noida,3004,sedan,manual,1.2 smt i vtec,new delhi,delhi,True,honda,amaze,1,586982,593482.0,great,2021-04-10T09:55:38.108,87195,True,False
hyundai santro xing,2014,petrol,45361,265899,noida,2730,hatchback,manual,gl plus,noida,uttar pradesh,True,hyundai,santro xing,1,260695,339367.0,great,2021-03-23T12:49:50.618,39885,True,False
maruti alto 800,2014,petrol & cng,22307,254999,noida,244,hatchback,manual,lxi,delhi,delhi,True,maruti,alto 800,1,203841,,good,2021-04-16T08:10:26.585,38250,True,False
renault kwid,2017,petrol,29238,301499,noida,988,hatchback,manual,1.0 rxt opt,ghaziabad,uttar pradesh,True,renault,kwid,1,301357,388983.0,great,2021-04-02T08:37:57.137,45225,True,False
maruti swift dzire,2014,diesel,27619,481099,noida,2225,sedan,manual,zdi,ghaziabad,uttar pradesh,True,maruti,swift dzire,1,488155,609475.0,great,2021-03-30T11:49:06.343,72165,True,False
maruti baleno,2019,petrol,5631,602799,noida,3203,hatchback,manual,delta 1.2 k12,delhi,delhi,True,maruti,baleno,1,624532,779212.0,great,2021-03-23T10:45:40.946,90420,True,False
maruti swift,2018,petrol,11550,537399,noida,1728,hatchback,manual,vxi,noida,uttar pradesh,True,maruti,swift,1,530608,667508.0,great,2021-04-10T07:53:05.433,80610,True,False
maruti dzire,2018,petrol,24883,563999,noida,1204,sedan,manual,vxi,ghaziabad,uttar pradesh,True,maruti,dzire,1,584054,731634.0,great,2021-02-27T07:27:34.07,84600,True,False
renault kwid,2016,petrol,31898,245999,noida,886,hatchback,manual,rxt,delhi,delhi,True,renault,kwid,1,234110,300952.0,great,2021-03-12T10:42:24.125,36900,True,False
datsun redi go,2017,petrol,21259,233399,noida,29223,hatchback,manual,t (o),new delhi,delhi,True,datsun,redi go,1,206259,271963.0,good,2021-04-29T01:58:16.46,35010,True,False
maruti sx4,2008,petrol,50292,128299,noida,3149,sedan,manual,zxi,delhi,delhi,True,maruti,sx4,2,121141,167036.0,great,2021-01-27T07:33:51.252,19245,True,False
renault kwid,2016,petrol,44946,248699,noida,2343,hatchback,manual,1.0 rxt,lucknow,uttar pradesh,True,renault,kwid,1,249699,324451.0,great,2021-03-20T11:55:05.67,37305,True,False
tata nano,2015,petrol,42878,152399,noida,1940,hatchback,manual,xt twist,delhi,delhi,True,tata,nano,1,111300,154745.0,fair,2021-04-02T12:48:30.119,22860,True,False
hyundai i10,2015,petrol,51368,305599,noida,1975,hatchback,manual,sportz 1.1 irde2,delhi,delhi,True,hyundai,i10,1,265004,,great,2021-03-28T14:53:18.001,45840,True,False
hyundai creta,2015,petrol,27144,802499,noida,800,suv,manual,1.6 s,delhi,delhi,True,hyundai,creta,1,847781,999716.0,great,2021-03-16T06:31:09.041,120375,True,False
maruti baleno,2018,petrol,28594,624399,noida,1289,hatchback,manual,alpha 1.2 k12,delhi,delhi,True,maruti,baleno,1,630737,786657.0,great,2021-03-22T13:48:36.864,93660,True,False
mahindra thar,2018,diesel,22800,764399,noida,2588,suv,manual,crde 4x4 bs iv,delhi,delhi,True,mahindra,thar,2,789419,977079.0,great,2021-03-14T07:24:18.846,114660,True,False
maruti swift dzire,2015,petrol,57988,393799,noida,1038,sedan,manual,lxi opt,gurgaon,haryana,True,maruti,swift dzire,1,382693,486705.0,great,2021-04-09T13:42:03.87,59070,True,False
honda amaze,2017,petrol & cng,57086,470799,noida,2178,sedan,manual,1.2 smt i vtec,delhi,delhi,True,honda,amaze,2,433598,,great,2021-03-27T05:51:46.13,70620,True,False
chevrolet beat,2013,diesel,136954,157999,noida,2272,hatchback,manual,ls diesel,delhi,delhi,True,chevrolet,beat,1,142000,164999.0,great,2021-03-31T07:26:50.963,23700,True,False
maruti dzire,2018,diesel,52916,558599,noida,2033,sedan,manual,vdi,noida,uttar pradesh,True,maruti,dzire,1,562373,705613.0,great,2021-03-12T09:07:49.976,83790,True,False
maruti ertiga,2014,diesel,72120,529099,noida,2387,suv,manual,zdi,noida,uttar pradesh,True,maruti,ertiga,1,520244,655064.0,great,2021-03-26T14:07:34.362,79365,True,False
